,compound,headline,neg,neu,pos,label
3285,0.872,Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the iShares S amp P 500 Value ETF Symbol IVE where we have detected an approximate 55 9 million dollar inflow that s a 0 4 increase week over week in,0.0,0.79,0.21,1
3286,0.0,"Apple&apos;s 2020 iPhones will offer larger changes, including 5G, than this year&apos;s new iPhones, Barclays semiconductor analysts said.",0.0,1.0,0.0,0
3287,0.0258,"Apple's new iPhones will offer relatively few design changes from last year's iPhone, according to semiconductor analysts at Barclays.  Barclays said the new phones with have a third camera lens on the back, backing up previous reports about the next iPhone.  In a note to investors Friday, Barclays semiconductor analysts said that Apple AAPL 's 2019 iPhones will again offer ""relatively few design changes"" and that the company's bigger update for the iPhone is planned for 2020.",0.0,0.985,0.015,0
3288,0.2732,"NEW YORK, NY / ACCESSWIRE / May 24, 2019 / Levi & Korsinsky, LLP announces that class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies. Shareholders interested ...",0.051,0.863,0.086,1
3289,0.9937,"In 2015, a year after Satya Nadella became its CEO and committed his company to the cloud, I put some Microsoft (NASDAQ:MSFT) shares in my retirement account and forgot about them. My patience has been rewarded. A $53 investment in MSFT stock is worth almost $127 now, and reinvesting dividends has brought me more shares, which have also risen in value.Source: Shutterstock With a market cap of $972 billion, Microsoft is now the world's most valuable company, and despite his earnest philanthropy, co-founder Bill Gates is worth over $100 billion.The question is how long can the company keep growing without getting into the same monopoly penalty box that kept it from reaching its 1999 highs until 2016?InvestorPlace - Stock Market News, Stock Advice & Trading TipsThat's Nadella's challenge now. Spreading Bets Through CloudThe key is to continue spreading the company's bets, using the Azure cloud, growing as humbly as it can.  * 10 Names That Are Screaming Stocks to Buy The humility is evident in the company's numbers. Growth returned just two years ago, and net income was lower in fiscal 2018 than in 2017. But Nadella was using the time to build infrastructure and relationships. The big benefits have begun appearing in the last six months. At its present pace, Microsoft will bring in well over $120 billion of revenue and over $30 billion of net income during fiscal 2019, adding to a cash pile that had reached $131 billion at the end of March. Microsoft has already piled up over $21 billion in operating cash flow through the first half of the fiscal year. Forget it becoming IBM (NYSE:IBM), Microsoft is now Apple (NASDAQ:AAPL).The key lies in partnering with other companies and not trying to consume them. Microsoft has over 200 cloud partners, most of which you have never heard of, for whom its tools are essential. Microsoft has deep relationships with companies like Adobe (NASDAQ:ADBE) and SAP (NYSE:SAP). But it has avoided a big acquisition that might lead rivals to compare it with Oracle (NASDAQ:ORCL), which bought many of its database channel partners in the 2000s, then demanded monopoly rents.The best evidence for how well this works is a recent announcement with Sony (NYSE:SNE) on gaming and streaming. The two firms' consoles have battled each other for decades. But in the new field of cloud gaming, they position themselves as underdogs against Amazon (NASDAQ:AMZN) and Alphabet (NASDAQ:GOOG, NASDAQ:GOOGL), which are already in the field. Good to Not Be KingThe strength of other cloud czars is Microsoft's secret weapon in any battle with regulators.Windows is no longer a monopoly thanks to Google Chromebooks. Skype is barely mentioned in video calling -- the focus is all on Zoom Video (NASDAQ:ZM). No one worries about LinkedIn because Facebook (NASDAQ:FB) is so dominant.The acquisitions Microsoft is making are on the bleeding edge, in the Internet of Things, where it trails Chinese giants like Alibaba (NASDAQ:BABA). Microsoft was seen as a good home for Github, the open source repository, because it's seen as more neutral than other potential acquirers, like IBM, might be. The Bottom LineIn his most recent conference call, Nadella emphasized areas like security, hardware and social, where the company clearly trails market leaders.But Microsoft Azure is the most profitable cloud. Microsoft booked $9.7 billion of revenue as &quot;intelligent cloud&quot; during the quarter, with margins of over 20%, putting $3.4 billion of new capital to work there. Again, thank goodness for Amazon. No one is screaming about an &quot;Azure monopoly.&quot;So long as Nadella can keep spreading his bets, Microsoft and investors like me will keep smiling all the way to the bank.Dana Blankenhorn  is a financial and technology journalist. He is the author of a new environmental story, Bridget O'Flynn and the Bear, available now at the Amazon Kindle store. Write him at danablankenhorn@gmail.com or follow him on Twitter at @danablankenhorn. As of this writing he owned shares in MSFT, AMZN and AAPL. More From InvestorPlace  * 4 Top American Penny Pot Stocks (Buy Before June 21)   * 5 Safe Stocks to Buy This Summer   * The 5 Best Telecom Stocks to Buy Now   * 6 Innovative Stocks With Big Long-Term Growth Potential Compare Brokers The post The Real Reason Microsoft Stock Stands Out Among Other Big Tech Names appeared first on InvestorPlace.",0.053,0.82,0.127,1
3290,0.0,Here’s why the ruling siding with the Federal Trade Commission is likely to be overturned on appeal.,0.0,1.0,0.0,0
3291,-0.8442,"NEW YORK, NY / ACCESSWIRE / May 24, 2019 / Bronstein, Gewirtz & Grossman, LLC reminds investors that a class action lawsuit has been filed against the following publicly-traded companies.  You can review a copy of the Complaints by visiting the links below or you may contact Peretz Bronstein, Esq.  If you suffered a loss, you can request that the Court appoint you as lead plaintiff.",0.155,0.845,0.0,-1
3292,-0.8555,"On May 15, the Trump administration added Huawei to a list of companies that U.S. firms can no longer trade with unless they have a license.  While the Huawei ban in the U.S. and its ripple impact have been front and center, the ""poster child"" for the Sino-American trade wars continues to be Apple, Ives said in a Friday note.",0.148,0.852,0.0,-1
3293,-0.6124,Lionsgate's (LGF.A) dismal fourth-quarter fiscal 2019 results can be attributed to decline in Motion Picture and Television Production revenues.,0.182,0.818,0.0,-1
3294,0.7845,Roku NASDAQ ROKU seems to be doing everything right recently Revenue surged 51 year over year in Q1 driven primarily by a 79 increase in platform revenue In addition the company s 2 year old Roku Channel now boasts over 10 000 free ad supported movies and TV episodes and,0.0,0.848,0.152,1
3295,0.7845,Roku NASDAQ ROKU seems to be doing everything right recently Revenue surged 51 year over year in Q1 driven primarily by a 79 increase in platform revenue In addition the company s 2 year old Roku Channel now boasts over 10 000 free ad supported movies and TV episodes and,0.0,0.848,0.152,1
3296,0.0672,"U.S. equities came under serious and growing pressure on Thursday as the U.S.-China trade spat devolved into an outright global trade war with countries Japan and South Korea getting caught in the crossfire. The Trump Administration is raising the stakes with its efforts to block Huawei from using American technology, pushing allies like South Korea to do the same.Beijing is firing back with calls to boycott American tech firms like Apple (NASDAQ:AAPL) and threats to dump its U.S. Treasury bonds holdings -- totaling more than $1 trillion. Wall Street is finally waking up to the possibility that this problem is going to get worse before it gets better. And it can get a lot worse.The Dow Jones Industrial Average has fallen back below its 200-day moving average, the U.S. dollar is dropping hard, and U.S. Treasury yields are falling fast amid a rush to safe haven assets. The yield curve is also inverting again, which is a loud and clear signal that on this trajectory, a recession looms ahead.InvestorPlace - Stock Market News, Stock Advice & Trading Tips  * 6 Stocks to Buy for This Decade's Massive Megatrend As a result, a number of large-cap stocks are dropping hard and fast. Here are five stocks to sell: Amazon (AMZN)  Click to EnlargeFirst up is one of the largest of the large cap stocks. Amazon (NASDAQ:AMZN) shares are threatening to fall down below the $1,800 level, breaking below their 50-day moving average after weeks of flirting with that critical support level. Next stop is the 200-day moving average which would then give way to the January-March lows near $1,600 which would be worth a loss of nearly 12% from here.The company will next report results on July 25 after the close. Analysts are looking for earnings of $5.48 per share on revenues of $62.5 billion. When the company last reported on April 25, earnings of $7.09 beat estimates by $2.43 per share on a 17% rise in revenues. Chevron (CVX)  Click to EnlargeWith traders bracing for a global economic slowdown as a result of rising trade tensions, crude oil is plummeting with the U.S. Oil Fund (NYSEARCA:USO) down more than 6% in intra-day trading to return to levels not seen since early March. That's pushing down shares of oil large-cap stocks like Chevron (NYSE:CVX) hard, with shares threatening to fall below its 200-day moving average.  * The 7 Best Stocks to Buy From the IPO ETF The company will next report results on July 26 before the bell. Analysts are looking for earnings of $2.03 per share on revenues of $41.7 billion. When the company last reported on April 26, earnings of $1.39 beat estimates by six cents despite a 6.8% loss of revenues. Bank of America (BAC)  Click to EnlargeLower long-term interest rates means narrower net interest margins for banks like Bank of America (NYSE:BAC). So it's not surprising shares are dropping fast, falling below the 200-day moving it's tried desperately to stay above since January. If support from the March lows doesn't hold, watch for a possible drop all the way back to the December lows, which would be worth a loss of nearly 20% from here.The large cap stock will next report results on July 17 before the bell. Analysts are looking for earnings of 72 cents per share on revenues of $23.4 billion. When the company last reported on April 16, earnings of 70 cents per share beat estimates by four cents on a 0.4% drop in revenues. NVIDIA (NVDA)  Click to EnlargeShares of semiconductor large-cap stock NVIDIA (NASDAQ:NVDA) are melting lower, breaking down further away from its 50-day and 200-day moving averages as all the catalysts that bolstered shares for so long -- cryptocurrency mining, gaming consoles, etc. -- are working against it now. Watch for a quick trip down to the prior lows set in late December, which would be worth a loss of roughly 14% from here.  * 6 Innovative Stocks With Big Long-Term Growth Potential The company will next report results on August 15. Analysts are looking for earnings of $1.14 per share on revenues of $2.6 billion. When the company last reported on May 16, earnings of 88 cents per share beat estimates by seven cents on a 30.8% decline in revenues. Apple (AAPL)  Click to EnlargeNo list of large-cap stocks would be complete without a look at Apple, which is at the very epicenter of the U.S.-China trade spat. The next round of trade tariffs being proposed by President Trump will hit the company's products directly, weighing on profit margins. The company has been able to avoid the brunt of the damage to date because of its importance to overall S&P 500 earnings growth and thus market sentiment, something Trump is acutely aware of.But that's changing now. The company will next report results on July 30 after the close. Analysts are looking for earnings of $2.11 per share on revenues of $53.6 billion. When the company last reported on April 30, earnings of $2.46 beat estimates by 10 cents on a 5.1% drop in revenues.As of this writing the author held no positions in the aforementioned securities. More From InvestorPlace  * 4 Top American Penny Pot Stocks (Buy Before June 21)   * 6 Stocks to Buy for This Decade's Massive Megatrend   * The 7 Best Stocks to Buy From the IPO ETF   * 7 Athletic Apparel Stocks With Marathon Pace Compare Brokers The post 5 Large-Cap Stocks Getting Crushed in the Trade War appeared first on InvestorPlace.",0.103,0.794,0.104,0
3297,0.6486,Microsoft (MSFT) enters into agreement with Eneco to buy 90 MW of wind energy generated by the Netherlands-based Borssele III/IV project.,0.0,0.782,0.218,1
3298,0.3818,Top Technology Stocks Top Technology Stocks MSFT 0 64 MSFT 0 64 AAPL 0 34 AAPL 0 34 IBM 0 36 IBM 0 36 CSCO 0 57 CSCO 0 57 GOOG 0 55 GOOG 0 55 Technology giants were advancing pre market Friday Technology giants were advancing pre market Friday Stocks moving on,0.0,0.919,0.081,1
3299,0.3818,Top Technology Stocks Top Technology Stocks MSFT 0 64 MSFT 0 64 AAPL 0 34 AAPL 0 34 IBM 0 36 IBM 0 36 CSCO 0 57 CSCO 0 57 GOOG 0 55 GOOG 0 55 Technology giants were advancing pre market Friday Technology giants were advancing pre market Friday Stocks moving on,0.0,0.919,0.081,1
3300,0.3182,Qualcomm investors thought some of its biggest legal issues were abating after the company’s recent agreement with Apple. But a federal court ruling has tossed the chip maker right back into a sea of uncertainty.,0.065,0.809,0.127,1
3301,0.8722,Stock buybacks have become one of the most controversial issues in investing Amid a 10 year bull market companies are spending more money than ever on repurchasing their own shares Most shareholders have been happy about the trend toward greater buybacks given the positive impact,0.039,0.735,0.226,1
3302,0.8722,Stock buybacks have become one of the most controversial issues in investing Amid a 10 year bull market companies are spending more money than ever on repurchasing their own shares Most shareholders have been happy about the trend toward greater buybacks given the positive impact,0.039,0.735,0.226,1
3303,0.0,"""We believe calls of EPS getting hit by 20%/30%+ with China being closed off as a region for Cupertino remains ‘doomsday calls’ that are simply not realistic in our opinion,"" analyst Daniel Ives writes.  Apple is a major strategic player in the China technology ecosystem, he said, noting that the company’s China-based manufacturer, Foxconn, employs 1.4 million in the region.",0.0,1.0,0.0,0
3304,0.8074,"Wedbush analyst Daniel Ives wrote Friday that Apple Inc.&apos;s  selloff due to escalating trade tensions with China looks overdone. &quot;We continue to strongly believe that for a company that employs over 1 million Chinese workers with its flagship Foxconn factory and is a major strategic player within the China technology ecosystem...from a supply chain perspective Apple will not have major roadblocks ahead despite the loud noise,&quot; he wrote. &quot;Taking a step back, we ultimately believe there is a low likelihood that Apple and its iPhones feel the brunt of the tariffs given its strategic importance domestically as well as [Chief Executive Tim] Cook&apos;s ability to navigate these issues in the past with Trump and K Street.&quot; He maintained an outperform rating and $235 target price on the stock, which has gained 14% so far this year, as the Dow Jones Industrial Average  has increased 9%.",0.032,0.866,0.101,1
3305,0.9984,"Apple (NASDAQ: AAPL) and Alphabet (NASDAQ: GOOG) (NASDAQ: GOOGL) are two of the four largest U.S. companies by market cap. Apple stock has taken a much larger hit than GOOGL stock during the May trade-war sell-off. However, long-term investors looking to buy the Apple dip should consider taking a close look at GOOGL stock first.Source: Shutterstock At first glance, there are several reasons why an investor looking to buy the dip might choose Apple stock. AAPL is down 11% in May compared to only a 1.8% pullback from Google. However, year-to-date, Apple is still up 18% overall compared to only a 10% gain from Alphabet stock. In fact, Alphabet stock price has actually lagged the S&P 500 so far in 2019.Still, from a pure valuation perspective, Apple looks like the better buy. Apple's forward earnings multiple is a relatively low 14.3 compared to Alphabet's 21.3. In fact, Apple has a lower forward earnings multiple than Facebook (NASDAQ: FB), Amazon (NASDAQ: AMZN), Netflix (NASDAQ: NFLX) or Microsoft (NASDAQ: MSFT) as well.InvestorPlace - Stock Market News, Stock Advice & Trading Tips  * 6 Stocks to Buy for This Decade's Massive Megatrend Finally, Apple stock has one of the most pristine balance sheets on Wall Street. In addition to its cash pile of $225 billion, the company is committed to putting the cash to use. AAPL stock pays a 1.6% dividend.The company just authorized an additional $75 billion in buybacks. Management has also said it is committed to becoming &quot;net cash neutral&quot; over time. At the same time, GOOGL stock has no dividend and has only $12.5 committed to repurchases under its current buyback program. Apple Is Shrinking, Alphabet Is GrowingWhile Apple seems like a better value based on today's numbers, investing is about the future. In the most recent quarter, Apple's revenue was down 4.5% and net income was down 0.5% compared to a year ago. Alphabet, meanwhile, reported 17% revenue growth in the first quarter. Excluding a one-time fine by the European Commission, operating income was up 26% to $8.31 billion.Google stock was punished following its Q1 report because revenue growth was its slowest in three years, and its expenses continue to rise. Investors certainly shouldn't ignore those potential issues, as well as the possibility for additional regulation. But they should also not miss the forest for the trees.Apple bulls say the company will overcome an increasingly saturated smartphone market and return to growth in time. The plan is to shrink the iPhone refresh period and improving monetization of its existing customers. However, Google is already growing at a double-digit pace. More importantly, it does not derive the majority of its revenue from selling devices in a saturated market.Former Kase Capital Management hedge fund manager Whitney Tilson says he disagrees with his investing idol Warren Buffett when it comes to Apple versus Google.&quot;My money - unlike my investing hero, Warren Buffett - is on Alphabet significantly outperforming Apple in the long run because it has a better business model, is growing much faster, and is likely to continue doing so,&quot; Tilson says. Alphabet Stock Is Safer Than Apple StockTech investors should consider why they like tech in the first place before buying the May dip. Apple is a great company. Apple is a safe, solid long-term investment. But tech investors aren't typically looking for a blue chip company with a nice dividend yield and relatively stable earnings. That's why investors don't typically lump Microsoft in with discussions of the FANG stocks.Investors looking for a defensive tech bet in a diversified portfolio can sleep well at night owning Apple. However, Tilson says investors looking for better performance over the long-haul have a better choice staring them in the face.&quot;To be clear, both are insanely great companies and I think Apple's stock will also do well going forward - just not as well as Alphabet's,&quot; Tilson says.The Alphabet stock price will continue to benefit from several long-term secular trends. The digital transformation of the advertising and retail businesses are the biggest. The company also has several &quot;wild card&quot; growth projects under its wing, including its Google Cloud and Waymo autonomous vehicle technology subsidiaries.Technology investors looking for stable capital returns at the expense of growth should buy AAPL stock. Investors looking for massive growth numbers and a sky-high valuation should buy NFLX stock. But long-term investors looking for the best value-growth combo should consider GOOGL stock as a core holding.As of this writing, Wayne Duggan did not hold a position in any of the aforementioned securities. More From InvestorPlace  * 4 Top American Penny Pot Stocks (Buy Before June 21)   * 6 Stocks to Buy for This Decade's Massive Megatrend   * The 7 Best Stocks to Buy From the IPO ETF   * 7 Athletic Apparel Stocks With Marathon Pace Compare Brokers The post Why Buy Apple Stock When Alphabet Is So Much More Attractive? appeared first on InvestorPlace.",0.016,0.838,0.146,1
3306,0.0,"Roku management talks advertising, new streaming services, and more.",0.0,1.0,0.0,0
3307,0.9548,"What's interesting about Alibaba (NYSE:BABA) is that it has been a much better company than an investment. It's hard to argue that Alibaba hasn't lived up to expectations since its IPO nearly five years ago. Yet it hasn't done all that much for the BABA stock price.Source: Shutterstock Since its first-day close just under $94, Alibaba stock has risen about 69%. That's good performance, certainly, suggesting roughly a 12% annual appreciation. But over that stretch, BABA has actually underperformed large-capitalization tech stocks, as measured by the NASDAQ 100. Amazon.com (NASDAQ:AMZN) has returned 472%. The 179% return in Tencent Holdings (OTCMKTS:TCEHY) is more than double the increase in BABA shares.Yet it's hard to argue that Alibaba as a business has been a disappointment. It's clearly, as many hoped five years ago, the dominant e-commerce player in China. Revenue for fiscal year 2019 (ending March) was more than seven-times higher than it was in fiscal 2014. Sales have grown an average of 48% over that period, including a 51% increase in FY19. Margins have compressed somewhat, but adjusted net income still has risen 230%.InvestorPlace - Stock Market News, Stock Advice & Trading Tips  * 6 Stocks to Buy for This Decade's Massive Megatrend Alibaba has done its job, but it doesn't feel like it's been rewarded enough. The question is when, or if that will change. Recent trading suggests it might take quite a bit of time. Alibaba Stock Slumps After EarningsThe reaction to Alibaba earnings last week seems to highlight the problem for BABA. By any measure, Q4 earnings were close to spectacular. Both profits and revenue crushed analyst expectations. Dana Blankenhorn wrote that the report &quot;blast[ed] away the bears&quot;. Luce Emerson said the quarter was &quot;stellar.&quot;Those analyses all seem dead on. Yet the BABA stock price increased just 1.5% after the release. In the five sessions since, it's dropped over 10%. Shares are down 20% just since May 3rd.The obvious culprit is fear of a trade war and what it might do to the Chinese economy. But that's not the only explanation. Alibaba's chief e-commerce rival, JD.com (NASDAQ:JD), has seen its shares drop just 11% since the third of this month, with a strong earnings report of its own. Even Tencent shares are down less than 17%.One might think given its scale, its massive user base -- 654 million customers last year -- and its clear dominance in e-commerce, Alibaba stock might have some insulation from those broader fears. Yet it's underperforming other publicly traded Chinese companies. The Long-Term Problem for BABA StockBut, again, this isn't a one-time issue. Alibaba simply hasn't been that impressive an equity over time. Basically, investors have had one good year. That was 2017, when the BABA stock price skyrocketed 96%. Shares are now below where they traded before the beginning of 2018.One issue may be that some investors simply see too many risks with Alibaba stock. Indeed, I'm one of them, as I've written in the past. The Chinese economy still looks worrisome and remains Communist-controlled. A steadily weakening yuan certainly hasn't helped BABA or other China plays of late. Alibaba's accounting is opaque, to say the least. The VIE structure means U.S. investors don't actually own shares of Alibaba, but a Cayman Islands-listed entity.Those risks may be short-sighted as some bulls argue. But they also mean that every time the market gets nervous, BABA stock is going to sell off. The trading action of the last week isn't anything new. Alibaba shares, 2017 aside, simply haven't been able to maintain a consistent rally. How to Play BABAWhat's interesting about the long-running problem is that bulls very well could -- and likely do -- see it as a good thing. Continual pressure on the share price might cause short-term frustration. However, it also presents repeated buying opportunities.After all, there's a case that Alibaba stock is going to rise eventually as long as it keeps performing. And is it really that impossible to believe that BABA could at some point pass the likes of Microsoft (NASDAQ:MSFT) and Apple (NASDAQ:AAPL) and become the world's most valuable company? That's the uber-bull case for BABA: dominant share in the world's largest market means it could become the world's biggest company at some point.But even if Alibaba can get there, it's going to take some time, and quite a bit of patience. The risks here are real, and it's clear at this point that BABA stock is going to react to external factors as much as, if not more than its own performance. Put another way, if BABA stock can't gain after this type of earnings report, it's difficult to see what catalyst there might be.As of this writing, Vince Martin has no positions in any securities mentioned. More From InvestorPlace  * 4 Top American Penny Pot Stocks (Buy Before June 21)   * 6 Stocks to Buy for This Decade's Massive Megatrend   * The 7 Best Stocks to Buy From the IPO ETF   * 7 Athletic Apparel Stocks With Marathon Pace Compare Brokers The post BABA Stock Will Need Some Help to Move Higher appeared first on InvestorPlace.",0.094,0.789,0.117,1
3308,0.296,Lawmakers are starting to question the massive size of share repurchases.,0.0,0.82,0.18,1
3309,-0.2023,These strategies for protecting portfolios in the face of an escalating U.S.-China trade war are increasing in popularity.,0.17,0.696,0.135,-1
3310,0.7579,"Last week, the U.S. Commerce Department added Huawei Technologies to its Entity List, saying, “The U.S. government has determined that there is reasonable cause to believe that Huawei has been involved in activities contrary to the national security or foreign policy interests of the United States.” This in effect bars the Chinese telecom equipment maker from doing business with U.S. companies, although the trade restriction was given a 90-day reprieve a few days later.",0.027,0.851,0.122,1
3311,-0.5994,"With iPhone sales sagging, Apple’s standout business in recent quarters has been services. And therein lies both opportunity—and risk.",0.224,0.776,0.0,-1
3312,0.4215,"Qualcomm stock’s big plunge this week is a buying opportunity, according to Bank of America Merrill Lynch.",0.0,0.843,0.157,1
3313,0.7506,Artificial Intelligence AI has been taking over all sectors by storm It helps enhance almost everything including advertising healthcare robotics retail video streaming gaming and urban development among many other areas From Amazon s Alexa and Echo Apple s AAPL Siri Waymo,0.0,0.833,0.167,1
3314,0.7506,Artificial Intelligence AI has been taking over all sectors by storm It helps enhance almost everything including advertising healthcare robotics retail video streaming gaming and urban development among many other areas From Amazon s Alexa and Echo Apple s AAPL Siri Waymo,0.0,0.833,0.167,1
3315,0.0,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news of upcoming 2019 iPhone models Today we ll look at that and other Apple Rumors for Thursday,0.0,1.0,0.0,0
3316,0.0,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news of upcoming 2019 iPhone models Today we ll look at that and other Apple Rumors for Thursday,0.0,1.0,0.0,0
3317,-0.5267,"Oil and the bond market are telling us to be careful. The price of crude collapsed $4 today, while the yield on the benchmark 10-year treasury fell to 2.29 percent, levels not seen in two years. That's the give up we needed for the market to put in a bottom.",0.107,0.83,0.063,-1
3318,-0.296,"&quot;We still haven&apos;t seen the big estimate cuts that we can expect from the analysts who weren&apos;t expecting President Trump to keep raising tariffs,&quot; Jim Cramer says.",0.078,0.922,0.0,-1
3319,0.0018,"""Every time we get slammed as people give up on the trade talks with China, President Trump keeps taking out key ingredients from the cake of negativity,"" CNBC's Jim Cramer says.  ""We still haven't seen the big estimate cuts that we can expect from the analysts who weren't expecting President Trump to keep raising tariffs,"" he says.  CNBC's Jim Cramer said Thursday that Chinese and American leaders have little incentive to make a trade deal, and that Wall Street is adjusting to its new normal.",0.025,0.949,0.026,0
3320,-0.1531,"Washington last week effectively banned U.S. firms from doing business with Huawei, the world's largest telecoms network gear maker, citing national security concerns.  ""You look at what they've done from a security standpoint, from a military standpoint, it's very dangerous,"" Trump said in remarks at the White House.  Trump predicted a swift end to the trade war with China, although no high-level talks have been scheduled between the two countries since the last round of negotiations ended in Washington two weeks ago.",0.1,0.795,0.105,-1
3321,-0.4019,"Stocks of companies that supply parts and services to Apple fell Thursday amid a broad market selloff tied to trade-war tensions between the U.S. and China. Among notable small-cap stocks of companies supplying Apple, three rose while 25 fell.",0.068,0.932,0.0,-1
3322,-0.1531,"In the wake of increasing AI craze, ETC and Qraft Technology came together to launch ETFs QRFT and AMOM.",0.082,0.918,0.0,-1
3323,-0.8074,"Apple and Its Peers Are Bleeding: Is It the US-China Trade War?(Continued from Prior Part)Apple stockAs of the end of the day on May 22, Apple (AAPL) stock had fallen 8.9% so far in May. Its losses were far worse than the 3.0%, 4.3%, and 3.1%",0.162,0.838,0.0,-1
3324,-0.3818,"BEIJING (AP) — Looking for ways to hit back at Washington as a tariff fight escalates, President Xi Jinping and his economy czar visited a Chinese factory that processes rare earths - exotic minerals used in electric cars, mobile phones and other technology.",0.064,0.936,0.0,-1
3325,0.2023,"Looking for ways to hit back at Washington as a tariff fight escalates, President Xi Jinping and his economy czar visited a Chinese factory that processes rare earths - exotic minerals used in electric cars, mobile phones and other technology.  Rare earths are ""an important strategic resource,"" the official Xinhua News Agency cited Xi as saying.  The message was clear: China's role as the main global supplier of rare earths used in smartphones, lightweight magnets, batteries and other components is leverage over Washington.",0.031,0.917,0.052,1
3326,-0.6757,"The Dow Jones Industrial Average ended sharply lower Thursday as the trade war between the U.S. and China intensified.  cut its second-quarter guidance amid lower revenue expectations resulting from the U.S. ban on business with Huawei Technologies.  beat Wall Street's first-quarter earnings expectations and confirmed its full-year profit guidance, but was still ended down.",0.16,0.807,0.033,-1
3327,0.0,"Let's look at what investors should expect from some of the more notable tech companies still left to report: Veeva Systems Inc. (VEEV), Workday, Inc. (WDAY), and Palo Alto Networks, Inc. (PANW).",0.0,1.0,0.0,0
3328,0.4939,The streaming giant has little exposure to China and is growing rapidly globally in giant markets like India.,0.0,0.792,0.208,1
3329,-0.5267,"Apple and Its Peers Are Bleeding: Is It the US-China Trade War?Apple stockOn May 23 at 12:46 PM EDT, Apple (AAPL) was trading at $179.12 with a 2.0% loss for the day. Earlier today, it posted a low of near $177.87, down nearly 2.7% from",0.097,0.903,0.0,-1
3330,0.296,InvestorPlace Stock Market News Stock Advice amp Trading Tips Spoiler alert I prefer General Motors NYSE GM stock over Ford NYSE F stock right now But before you judge my choice know that I would own both,0.0,0.937,0.062,1
3331,0.296,InvestorPlace Stock Market News Stock Advice amp Trading Tips Spoiler alert I prefer General Motors NYSE GM stock over Ford NYSE F stock right now But before you judge my choice know that I would own both,0.0,0.937,0.062,1
3332,-0.0198,InvestorPlace Stock Market News Stock Advice amp Trading Tips Are you looking to hail a ride short or long in the market If the investment is in Uber NYSE UBER you may want to wait for the fight between the bulls and bears in Uber stock to end first Source,0.05,0.883,0.068,0
3333,-0.0198,InvestorPlace Stock Market News Stock Advice amp Trading Tips Are you looking to hail a ride short or long in the market If the investment is in Uber NYSE UBER you may want to wait for the fight between the bulls and bears in Uber stock to end first Source,0.05,0.883,0.068,0
3334,-0.81,"The Dow Jones Industrial Average fell sharply Thursday as the trade war between the U.S. and China intensified.  cut its second-quarter guidance amid lower revenue expectations resulting from the U.S. ban on business with Huawei Technologies.  beat Wall Street's first-quarter earnings expectations and confirmed its full-year profit guidance, but was still losing ground.",0.188,0.78,0.032,-1
3335,0.2023,"The Latest on Market Volatility, Apple, Chip Stocks, and More(Continued from Prior Part)Goldman Sachs says a ban in China would cause Apple’s profit to fall ~30%Apple’s (AAPL) revenue from the Greater China region has plummeted in the last",0.084,0.791,0.126,1
3336,0.2732,"The companies that paid out the most cash in the first quarter range from Australia’s BHP Group to Apple. Large dividend outlays often signal a company’s underlying strength, but investors can’t rely on that entirely.",0.0,0.94,0.06,1
3337,-0.661,"Leading the Apple (NASDAQ:AAPL) rumor mill today is news of upcoming 2019 iPhone models. Today, we'll look at that and other Apple Rumors for Thursday.2019 iPhone: New information may point to the number of 2019 iPhone models, reports, MacRumors. The new models show up in registration documents for the Eurasian Economic Commission. The document lists 11 new iPhone models. They are &quot;A2111, A2160, A2161, A2215, A2216, A2217, A2218, A2219, A2220, A2221, and A2223&quot;. These are likely the new iPhone devices that will be coming out later this year. There will likely be three versions, with various different model types.OLED Screens: A new rumor says that Samsung is going to be supply Apple with more OLED screens, AppleInsider notes. The rumor claims that Samsung will supply OLED screens for a new version of the 16-inch MacBook Pro. It doesn't just stop there. This rumor also asserts that Samsung will also be providing AAPL with OLED screens for use in new versions of the iPad Pro.InvestorPlace - Stock Market News, Stock Advice & Trading TipsChina Trade War: Changes are underway as the trade war between the U.S. and China heats up, reports 9to5Mac. Recent rumors are claiming that production of some Apple devices are going to be moving outside of China as early as next month. The rumor says that these will be AAPL devices that are made by Pegatron. This will have it making new MacBook and iPad devices in Indonesia.Check out more recent Apple Rumors or Subscribe to Apple Rumors : RSS As of this writing, William White did not hold a position in any of the aforementioned securities. Compare Brokers The post Thursday Apple Rumors: Apple Registers New iPhone Models appeared first on InvestorPlace.",0.027,0.954,0.019,-1
3338,0.5984,It sounds more sophisticated than the mood rings of yore.,0.0,0.698,0.302,1
3339,0.4404,The WisdomTree U S LargeCap Fund EPS was launched on 02 23 2007 and is a passively managed exchange traded fund designed to offer broad exposure to the Large Cap Value segment of the US equity market The fund is sponsored by Wisdomtree It has amassed assets over 257 52 M making it one,0.032,0.863,0.105,1
3340,0.4404,The WisdomTree U S LargeCap Fund EPS was launched on 02 23 2007 and is a passively managed exchange traded fund designed to offer broad exposure to the Large Cap Value segment of the US equity market The fund is sponsored by Wisdomtree It has amassed assets over 257 52 M making it one,0.032,0.863,0.105,1
