publication_date,compound,headline,neg,neu,pos,label
2018-06-13 12:37:00,0.0,This Rare 10.5% Dividend Won't Be Cheap For Long,0.0,1.0,0.0,0
2018-06-13 13:37:32,0.0,"Merck & Company, Inc. (MRK) Ex-Dividend Date Scheduled for June 14, 2018",0.0,1.0,0.0,0
2018-06-13 14:37:02,-0.3182,Merck&apos;s (MRK) Keytruda Gets FDA Approval for Cervical Cancer,0.303,0.483,0.214,-1
2018-06-13 17:09:43,-0.3182,Merck's (MRK) Keytruda Gets FDA Approval for Cervical Cancer,0.303,0.483,0.214,-1
2018-06-14 12:20:26,0.5574,ViiV Healthcare reports positive results for late-stage HIV trials,0.0,0.69,0.31,1
2018-06-14 16:11:28,0.0,Sarepta Inks Manufacturing Deal for Gene Therapy Program,0.0,1.0,0.0,0
2018-06-15 17:08:56,0.0,Glaxo Two-Drug HIV Combo Meets Primary Endpoint in Phase III,0.0,1.0,0.0,0
2018-06-15 18:09:23,0.4576,Can Sprout Pharma’s Latest Revival Really Boost VRX Stock?,0.0,0.728,0.272,1
2018-06-15 18:31:00,0.2023,Cash for NASH: 2 Top Biotech Takeover Targets and 3 Potential Buyers,0.0,0.833,0.167,1
2018-06-15 21:07:13,0.0,"Notable Friday Option Activity: XOM, GERN, PFE",0.0,1.0,0.0,0
2018-06-16 00:36:47,0.6369,25 Blue-Chip Stocks That Mutual Fund Managers Love Most,0.0,0.656,0.344,1
2018-06-16 10:33:04,0.0,Investing Insights: Conference Highlights and Mind the Gap,0.0,1.0,0.0,0
2018-06-18 10:00:00,0.0,5 Drug Stocks With Fat Payouts,0.0,1.0,0.0,0
2018-06-18 11:00:00,0.7184,FOCUS-How U.S. tax reform rewards companies that shift profit to tax havens,0.0,0.625,0.375,1
2018-06-18 13:08:19,0.4767,Why Bristol-Myers Squibb is a Top Socially Responsible Dividend Stock (BMY),0.0,0.661,0.339,1
2018-06-18 20:06:35,0.0,Monday's ETF with Unusual Volume: IXJ,0.0,1.0,0.0,0
2018-06-19 03:00:33,0.0,[$$] Britain’s flawed medicines regime urgently needs reform,0.0,1.0,0.0,0
2018-06-19 12:06:27,0.4767,Myriad Stock Rose on FDA Supplementary Premarket Approval,0.0,0.693,0.307,1
2018-06-19 14:00:00,0.0,Pfizer Invites Public To View And Listen To Webcast Of July 31 Conference Call With Analysts,0.0,1.0,0.0,0
2018-06-19 14:18:00,-0.296,A Gene Therapy Appears To Replace Missing Protein In Muscular Dystrophy Patients,0.18,0.82,0.0,-1
2018-06-19 17:09:31,0.5719,Myriad Genetics Wins FDA SPMA Nod for BRACAnalysis CDx,0.0,0.684,0.316,1
2018-06-20 11:07:36,0.25,Forget Johnson & Johnson: Here Are 2 Better Dividend Stocks,0.176,0.556,0.269,1
2018-06-20 11:45:11,0.5267,Sarepta&apos;s Stock Soars on Encouraging Gene Therapy Results,0.0,0.673,0.327,1
2018-06-20 12:08:00,0.0,There Go Those Drug Companies Inventing New Diseases Again,0.0,1.0,0.0,0
2018-06-20 14:01:16,0.0,A Look at Allergan’s Valuation as of June 19,0.0,1.0,0.0,0
2018-06-20 14:08:02,0.0,Amgen Gets EU Nod to Add Survival Data on Blincyto&apos;s Label,0.0,1.0,0.0,0
2018-06-20 14:09:55,0.5267,Sarepta's Stock Soars on Encouraging Gene Therapy Results,0.0,0.673,0.327,1
2018-06-20 16:11:16,0.0,Amgen Gets EU Nod to Add Survival Data on Blincyto's Label,0.0,1.0,0.0,0
2018-06-20 17:09:46,0.0,"IWD, WFC, PFE, MRK: Large Inflows Detected at ETF",0.0,1.0,0.0,0
2018-06-20 20:13:15,0.0,Should You Buy Pfizer Inc (NYSE:PFE) At This PE Ratio?,0.0,1.0,0.0,0
2018-06-21 01:07:02,0.0,How Long Should You Own a Stock?,0.0,1.0,0.0,0
2018-06-21 06:20:00,0.0,In The Spotlight: Sangamo Therapeutics,0.0,1.0,0.0,0
2018-06-21 09:00:28,-0.6705,[$$] Beijing woos foreign businesses as US trade war looms,0.407,0.593,0.0,-1
2018-06-21 15:27:33,0.0,Investors Are Undervaluing Pfizer Inc (NYSE:PFE) By 43.43%,0.0,1.0,0.0,0
2018-06-21 15:29:14,0.0,"3 Big Stock Charts for Thursday: JPMorgan Chase, Pfizer and Disney",0.0,1.0,0.0,0
2018-06-22 14:11:10,0.0,DMD Research Veers Toward Gene Therapy: 3 Stocks in Focus,0.0,1.0,0.0,0
2018-06-22 16:12:03,0.4019,"Pharma Stock Roundup: PTCT Unveils Promising Data, RHHBY to Acquire Rest of FMI",0.0,0.816,0.184,1
2018-06-22 16:13:13,0.34,"Zacks Value Trader Highlights: General Electric, Starbucks, Pfizer and ExxonMobil",0.0,0.789,0.211,1
2018-06-25 06:02:50,-0.6369,Australian watchdog appeals to high court on Pfizer's alleged abuse of market power,0.259,0.741,0.0,-1
2018-06-25 08:30:00,-0.6597,Pfizer Records Overall Survival In Metastatic Breast Cancer Study Using Ibrance,0.306,0.694,0.0,-1
2018-06-25 12:00:00,-0.6597,"Pfizer Announces Overall Survival Results from Phase 3 PALOMA-3 Trial of IBRANCE® (Palbociclib) in HR+, HER2- Metastatic Breast Cancer",0.206,0.794,0.0,-1
2018-06-25 12:53:54,0.6124,Analyst: Solid Biosciences A Solid Buy On Sarepta's Progress,0.0,0.455,0.545,1
2018-06-25 13:28:19,-0.6597,Pfizer's breast cancer drug combo falls short of survival goal,0.328,0.672,0.0,-1
2018-06-25 15:07:43,0.0,Conviction of SAC's Martoma upheld despite jury instructions,0.0,1.0,0.0,0
2018-06-25 17:09:21,0.7783,Lilly Wins Favorable Ruling From U.S. Court in Alimta Row,0.0,0.541,0.459,1
2018-06-25 18:07:09,0.6369,The 10 Best Stocks to Invest In Right Now,0.0,0.656,0.344,1
2018-06-26 11:00:00,0.0,Stock Performance Review on Pfizer and Three Other Drug Makers Stocks,0.0,1.0,0.0,0
2018-06-26 12:59:12,-0.743,Pfizer&apos;s Breast Cancer Drug Misses Overall Survival in Study,0.474,0.526,0.0,-1
2018-06-26 13:30:00,0.0,"If You&apos;re in Your 70s, Consider Buying These 3 Stocks",0.0,1.0,0.0,0
2018-06-26 13:31:00,-0.0258,Is Pfizer&apos;s Lead Growth Driver in Trouble?,0.262,0.485,0.252,0
2018-06-26 15:01:27,0.5106,WBI Factor Dividend ETF Tops $50M in AUM,0.0,0.68,0.32,1
2018-06-26 15:08:37,-0.0258,Is Pfizer's Lead Growth Driver in Trouble?,0.262,0.485,0.252,0
2018-06-26 15:08:50,0.0,"If You're in Your 70s, Consider Buying These 3 Stocks",0.0,1.0,0.0,0
2018-06-26 15:12:31,-0.743,Pfizer's Breast Cancer Drug Misses Overall Survival in Study,0.474,0.526,0.0,-1
2018-06-26 15:16:03,0.25,Merck&apos;s Keytruda Under FDA Review for Advanced Melanoma,0.0,0.778,0.222,1
2018-06-26 17:08:54,0.25,Merck's Keytruda Under FDA Review for Advanced Melanoma,0.0,0.778,0.222,1
2018-06-26 18:02:04,0.0,How Pfizer’s Valuation Compares,0.0,1.0,0.0,0
2018-06-26 19:35:02,0.0,A Look at Pfizer’s Revenue Trends,0.0,1.0,0.0,0
2018-06-26 20:56:39,0.4576,"After Hours Most Active for Jun 26, 2018 :  PFE, F, QQQ, MSFT, FLNT, ON, BWP, TEVA, GILD, T, INTC, MDT",0.0,0.864,0.136,1
2018-06-26 21:05:02,0.0,How Pfizer’s Business Segments Have Performed,0.0,1.0,0.0,0
2018-06-26 22:06:29,0.5859,Energy Tailwinds Help Stocks Finish Higher,0.0,0.455,0.545,1
2018-06-27 00:39:00,-0.2263,Pfizer Limited (NSE:PFIZER): Commentary On Fundamentals,0.275,0.725,0.0,-1
2018-06-27 08:11:00,0.2263,FDA Grants Priority Review For Pfizer's NDA For Glasdegib - Quick Facts,0.0,0.84,0.16,1
2018-06-27 11:32:54,0.0,Pfizer’s Performance across Geographies,0.0,1.0,0.0,0
2018-06-27 12:00:00,0.2263,U.S. FDA Grants Priority Review for Pfizer’s New Drug Application for Glasdegib in Patients with Previously Untreated Acute Myeloid Leukemia,0.0,0.909,0.091,1
2018-06-27 12:20:19,-0.5994,Pfizer Stock: Trade War Affects Healthcare Products,0.394,0.606,0.0,-1
2018-06-27 13:02:11,0.3818,What Drives Pfizer’s Growth?,0.0,0.536,0.464,1
2018-06-27 13:10:52,-0.25,US hospitals grapple with prolonged injected opioid shortage,0.222,0.778,0.0,-1
2018-06-27 14:31:42,-0.296,Which Pfizer Products Are Seeing Lower Sales,0.268,0.732,0.0,-1
2018-06-27 16:01:00,0.0,Pfizer’s Glasdebig Receives Priority Review Designation,0.0,1.0,0.0,0
2018-06-27 17:10:07,0.7003,Achieve Life Sciences' Shares Rise on Positive Clinical Data,0.0,0.547,0.453,1
2018-06-28 02:03:00,-0.4215,"ACRX Gets EC Nod, AQXP Tanks As LEADERSHIP 301 Fails, ZSAN Catches Eye",0.189,0.811,0.0,-1
2018-06-28 11:30:48,0.0,Analysts’ Estimates and Recommendations for Pfizer,0.0,1.0,0.0,0
2018-06-28 13:00:38,0.0,What’s New for Pfizer This Month,0.0,1.0,0.0,0
2018-06-28 16:20:00,0.0,Pfizer Declares 34-Cent Third-Quarter 2018 Dividend,0.0,1.0,0.0,0
2018-06-28 17:09:33,0.0,"Notable ETF Outflow Detected - IWD, WFC, PFE, VZ",0.0,1.0,0.0,0
2018-06-28 17:49:00,0.4019,XELJANZ® (tofacitinib citrate) Receives Marketing Authorisation in the European Union for Active Psoriatic Arthritis,0.0,0.828,0.172,1
2018-06-28 21:07:21,-0.5106,"Pain, Durect Plunge as FDA Committee Votes Against Remoxy ER",0.268,0.732,0.0,-1
2018-06-29 13:07:33,0.2023,Pfizer a Top 25 Dividend Giant With 3.74% Yield (PFE),0.0,0.816,0.184,1
2018-06-29 13:10:20,0.4404,"Dow 30 Stock Roundup: Nike, Walgreens Earnings Impress",0.0,0.707,0.293,1
2018-06-29 13:57:00,0.4019,Interested In Pharmaceutical Stocks? Try Novartis (ADR),0.0,0.69,0.31,1
2018-06-29 14:09:41,-0.8316,Will a Trade War With China Wreak Havoc in US Healthcare?,0.494,0.506,0.0,-1
2018-06-29 14:13:06,0.0,"Greenwich Capital Commercial Funding Corp., 2005-GG3 -- Moody's Affirms Four Classes of GCCFC 2005-GG3",0.0,1.0,0.0,0
2018-06-29 15:24:03,0.0,Pfizer&apos;s Leukemia Candidate Gets Priority Review From FDA,0.0,1.0,0.0,0
2018-06-29 17:20:46,0.7003,Pfizer’s EC Approval of Xeljanz for Active Psoriatic Arthritis,0.0,0.547,0.453,1
2018-06-29 22:10:00,0.0,Pfizer's Leukemia Candidate Gets Priority Review From FDA,0.0,1.0,0.0,0
2018-07-01 11:49:12,0.4404,Better Buy: Amgen Inc. vs. Pfizer Inc.,0.0,0.674,0.326,1
2018-07-02 08:23:58,0.0,[$$] US drugmaker Pfizer lifts price of Viagra and 100 other products,0.0,1.0,0.0,0
2018-07-02 16:55:57,-0.0772,Pfizer raises prices; Dan Loeb pressures Nestle; Nordstrom drops on downgrade; bullish call on Wells Fargo,0.126,0.765,0.109,0
2018-07-02 21:42:21,0.3612,Pfizer Raises Prices on Prescription Drugs Like Viagra and Chantix for the Second Time This Year,0.0,0.857,0.143,1
2018-07-02 23:46:46,0.0,[$$] Pfizer Raises Prices for Dozens of Drugs,0.0,1.0,0.0,0
2018-07-03 05:33:00,0.4215,Remember When Was The Last Time A New Alzheimer's Drug Was Approved?,0.0,0.781,0.219,1
2018-07-03 10:01:00,0.8316,"The 5 Biggest Blockbuster Drugs of 2024, and the Companies Poised to Profit From Them",0.0,0.556,0.444,1
2018-07-03 13:20:07,0.0,"Bristol-Myers Squibb Company (BMY) Ex-Dividend Date Scheduled for July 05, 2018",0.0,1.0,0.0,0
2018-07-03 13:44:52,0.0,GlaxoSmithKline’s Valuation on June 29,0.0,1.0,0.0,0
2018-07-03 14:13:02,-0.3182,AstraZeneca&apos;s Two New Cancer Drugs Get Approval in Japan,0.303,0.483,0.214,-1
2018-07-03 14:20:31,0.0,"Roku gets upgraded, Pfizer raises prices on dozens of drugs, Alibaba investments into Chinese media giant",0.0,1.0,0.0,0
2018-07-03 14:44:55,0.0,"Roku gets upgraded, Pfizer raises prices on dozens of drugs, Alibaba invests in Chinese media giant",0.0,1.0,0.0,0
2018-07-03 14:51:09,0.0,3 Biotech Stocks With Major Catalysts Incoming,0.0,1.0,0.0,0
2018-07-03 16:48:04,0.2023,"Top Analyst Reports for Pfizer, BHP Billiton & Facebook",0.0,0.795,0.205,1
2018-07-03 16:52:42,-0.3182,AstraZeneca's Two New Cancer Drugs Get Approval in Japan,0.303,0.483,0.214,-1
2018-07-03 17:26:00,0.0516,Drug prices increase despite Trump's plan to cut costs,0.184,0.614,0.202,0
2018-07-03 18:36:00,-0.2924,"Pfizer Hikes Drug Prices Again, Despite President Trump's Promises",0.214,0.786,0.0,-1
2018-07-03 18:56:06,0.0,Is Pfizer&apos;s Price Hike an Effect of Drug Policy on Sector?,0.0,1.0,0.0,0
2018-07-03 20:50:57,0.0,Is Pfizer's Price Hike an Effect of Drug Policy on Sector?,0.0,1.0,0.0,0
2019-01-03 22:08:50,0.34,3 Biopharma Stocks to Buy for Their Robust Dividend Yields,0.0,0.769,0.231,1
2019-01-03 23:09:37,0.4019,Why Johnson & Johnson Stock is Clearly Set to Rise Again,0.0,0.769,0.231,1
2019-01-04 11:50:00,0.0,Today's Research Reports on Trending Tickers: Pfizer and Bristol-Myers Squibb,0.0,1.0,0.0,0
2019-01-04 12:29:12,0.0,Pfizer Begins Pivotal Study on Alopecia Areata Candidate,0.0,1.0,0.0,0
2019-01-04 14:27:19,0.4939,"Health Care Sector Update for 01/04/2019: FLKS, NVAX, ESPR, JNJ, PFE, ABT, MRK, AMGN",0.0,0.802,0.198,1
2019-01-04 15:07:03,0.0,"Pharma Stock Roundup: BMY to Buy CELG for $74B, MRK Gets Rights to NASH Candidate",0.0,1.0,0.0,0
2019-01-04 15:08:51,0.0,"Nektar, ImaginAb Enter Into Immuno-Oncology Collaboration",0.0,1.0,0.0,0
2019-01-04 21:24:40,0.2023,Bristol To Become Top 5 Pharma — And Other Fallout From Celgene Takeover,0.0,0.847,0.153,1
2019-01-07 08:25:00,0.0,Pfizer To Use CytoReason's Machine Learning Model For Drug Discovery,0.0,1.0,0.0,0
2019-01-07 10:30:00,0.0,Pfizer To Present At The J.P. Morgan Conference; Webcast At 11:30 AM ET,0.0,1.0,0.0,0
2019-01-07 11:07:04,0.0,"The Zacks Analyst Blog Highlights: Bristol-Myers, Celgene, Merck, Pfizer and AbbVie",0.0,1.0,0.0,0
2019-01-07 14:18:00,0.1779,"J.P. Morgan Healthcare Conference kicks off Monday with focus on Trump, Amazon",0.0,0.866,0.134,1
2019-01-07 14:30:02,0.0,"Company News For Jan 7, 2019",0.0,1.0,0.0,0
2019-01-07 15:56:25,-0.2263,"As Patent Expirations Loom, the Clock Is Ticking on AbbVie Stock",0.16,0.84,0.0,-1
2019-01-07 16:12:58,0.0,Should You Invest in the VanEck Vectors Pharmaceutical ETF (PPH)?,0.0,1.0,0.0,0
2019-01-07 16:21:41,0.0,Analysts’ Recommendations for Pfizer in January,0.0,1.0,0.0,0
2019-01-07 16:47:00,0.5423,GSK CEO: Pfizer venture creates value for both our consum...,0.0,0.64,0.36,1
2019-01-07 17:07:01,0.296,"IVV, GOOG, GOOGL, PFE: ETF Inflow Alert",0.0,0.732,0.268,1
2019-01-07 17:55:02,0.0,Analysts’ Recommendations for Eli Lilly in January,0.0,1.0,0.0,0
2019-01-07 18:05:00,0.0,GlaxoSmithKline CEO Emma Walmsley gets &apos;radical&apos; about reshaping portfolio,0.0,1.0,0.0,0
2019-01-07 18:05:00,0.0,GlaxoSmithKline CEO Emma Walmsley gets 'radical' about reshaping portfolio,0.0,1.0,0.0,0
2019-01-07 19:25:02,0.1779,Pfizer or Eli Lilly: Whose Revenue Is Growing More Quickly?,0.0,0.841,0.159,1
2019-01-07 20:51:08,0.0,Biogen Inks Two Deals to Make Drugs for Neurological Diseases,0.0,1.0,0.0,0
2019-01-07 21:09:00,0.0,Why Exact Sciences Soared Today,0.0,1.0,0.0,0
2019-01-07 21:57:09,0.4939,Aerie's Rhopressa Succeeds in Study on Japanese Patients,0.0,0.686,0.314,1
2019-01-07 23:16:28,0.2023,Top Dow Stocks for 2018,0.0,0.69,0.31,1
2019-01-08 01:44:04,0.0,"Gilead, Pfizer Execs Suggest Even More Pharma M&A Is on Way",0.0,1.0,0.0,0
2019-01-08 03:00:00,0.4588,3 Things Pfizer&apos;s New CEO Just Said That Investors Will be Glad to Hear,0.0,0.8,0.2,1
2019-01-08 04:38:49,0.4588,3 Things Pfizer's New CEO Just Said That Investors Will be Glad to Hear,0.0,0.8,0.2,1
2019-01-08 12:15:00,0.0,3 Companies You Don&apos;t Realize You Rely On Every Day,0.0,1.0,0.0,0
2019-01-08 12:30:40,0.6705,Pfizer or Eli Lilly: Whose Earnings Are Seeing Better Growth?,0.0,0.593,0.407,1
2019-01-08 13:00:01,0.8176,Dogs of the Dow Win in 2018: Will ETFs See Success in 2019?,0.0,0.595,0.405,1
2019-01-08 13:39:51,0.0,3 Companies You Don't Realize You Rely On Every Day,0.0,1.0,0.0,0
2019-01-08 14:00:26,0.4404,Pfizer or Eli Lilly: Which Company Has Better Margins?,0.0,0.734,0.266,1
2019-01-08 14:39:25,0.4939,"Health Care Sector Update for 01/08/2019: AXSM, AKRX, NVS, JNJ, PFE, MRK, ABT, AMGN",0.0,0.802,0.198,1
2019-01-08 15:30:34,0.4728,Pfizer or Eli Lilly: Which Company Is More Cost Efficient?,0.0,0.745,0.255,1
2019-01-09 11:36:00,0.0,3 Reasons Buying Celgene Right Now Makes Sense,0.0,1.0,0.0,0
2019-01-09 12:30:26,0.4404,Pfizer or Eli Lilly: Which Company Has the Better Dividend Policy?,0.0,0.775,0.225,1
2019-01-09 14:00:58,0.0,Amarin Expects Expenses to Rise in the Future,0.0,1.0,0.0,0
2019-01-09 14:28:57,0.0,Cell therapy pioneer eyes Bay Area manufacturing,0.0,1.0,0.0,0
2019-01-09 18:29:00,0.4995,"JP Morgan's Dimon hosted a private dinner for pharma executives, and a major topic was Amazon",0.0,0.739,0.261,1
2019-01-09 20:57:07,0.0,7 Dow Jones Stocks Set to Charge Higher,0.0,1.0,0.0,0
2019-01-09 23:45:05,0.0,Pfizer to shut two manufacturing plants in India,0.0,1.0,0.0,0
2019-01-10 03:20:15,0.0,"Morning News Call - India, January 10",0.0,1.0,0.0,0
2019-01-10 14:43:31,0.4939,"Health Care Sector Update for 01/10/2019:  PRPO,CGIX, PHG, JNJ, PFE, MRK, ABT, AMGN",0.0,0.789,0.211,1
2019-01-10 14:56:02,0.368,Big Pharma CEOs Indicate More M&A Deals at JP Morgan Meeting,0.0,0.798,0.202,1
2019-01-10 18:15:00,0.0,Amarin Corporation&apos;s Stock Heats Up on Buyout Chatter,0.0,1.0,0.0,0
2019-01-10 19:49:42,0.4019,3 Defensive ETFs to Protect Yourself From Another Market Selloff,0.0,0.654,0.346,1
2019-01-10 20:06:41,0.0,Amarin Corporation's Stock Heats Up on Buyout Chatter,0.0,1.0,0.0,0
2019-01-10 20:15:00,0.2023,"6 Top Gainers In Healthcare Sector (PLXP, AMRN, MRTX...)",0.0,0.795,0.205,1
2019-01-10 20:19:08,-0.6597,Athenex Completes Enrollment Target for Breast Cancer Study,0.386,0.614,0.0,-1
2019-01-10 21:13:51,0.296,Will Pfizer Join The Buying Spree With This Small Biotech Stock?,0.0,0.82,0.18,1
2019-01-10 21:23:29,0.4939,"Health Care Sector Update for 01/10/2019: AMRN,PFE,HALO,PRPO,CGIX",0.0,0.652,0.348,1
2019-01-10 21:49:17,0.0,"Market Close Report: NASDAQ Composite index closes at 6,986.07 up 28.99 points",0.0,1.0,0.0,0
2019-01-10 23:03:53,0.5859,Stocks Win 5 In a Row After Dovish Powell,0.0,0.612,0.388,1
2019-01-11 10:03:26,0.0,Validea James P. O'Shaughnessy Strategy Daily Upgrade Report - 1/11/2019,0.0,1.0,0.0,0
2019-01-11 11:00:00,0.6249,"For Strong Returns, Try Stock in Top Spenders on R&D",0.0,0.611,0.389,1
2019-01-11 11:22:11,0.0,4 Pharma & Biotech Pipeline Areas to Keep an Eye on in 2019,0.0,1.0,0.0,0
2019-01-11 12:44:00,0.0,This Market May Just Be in an Uptrend: Market Recon,0.0,1.0,0.0,0
2019-01-11 14:13:25,0.0,"AbbVie Inc. (ABBV) Ex-Dividend Date Scheduled for January 14, 2019",0.0,1.0,0.0,0
2019-01-11 14:14:01,0.0,"Abbott Laboratories (ABT) Ex-Dividend Date Scheduled for January 14, 2019",0.0,1.0,0.0,0
2019-01-11 14:25:00,0.0,Pfizer and the Urge to Merge,0.0,1.0,0.0,0
2019-01-11 14:43:50,0.4939,"Health Care Sector Update for 01/11/2019: TLRY, ADXS, APHA, JNJ, PFE, ABT, MRK, AMGN",0.0,0.802,0.198,1
2019-01-11 14:45:02,0.368,"Pharma Stock Roundup: Lilly to Buy Loxo for $8B, M&A in Focus at JP Morgan Meet",0.0,0.856,0.144,1
2019-01-11 14:56:02,0.0,Amarin (AMRN) Stock Up on Rumors of Acquisition by Pfizer,0.0,1.0,0.0,0
2019-01-11 17:09:00,0.0,"For Esperion Therapeutics, 2019 Could Be a Big Year",0.0,1.0,0.0,0
2019-01-11 20:06:57,0.0,7 Pharmaceutical Stocks That Just Raised Prices This Year,0.0,1.0,0.0,0
2019-01-11 21:49:34,0.0,"Market Close Report: NASDAQ Composite index closes at 6,971.48 down -14.59 points",0.0,1.0,0.0,0
2019-01-11 23:04:32,0.4767,Stocks Snap Win Streak as Shutdown Drags On,0.148,0.522,0.33,1
2019-01-11 23:11:11,0.0,NASH Space in Focus in 2019 as Firms Look to Diversify,0.0,1.0,0.0,0
2019-01-12 17:00:00,0.0,3 Biotech Stocks That Soared This Week: Are They Buys?,0.0,1.0,0.0,0
2019-01-13 18:06:45,0.3612,Stock Market Power Rankings: Amazon Back on Top,0.0,0.632,0.368,1
2019-01-14 01:45:00,0.0,Here Are the 2019 Dogs of the Dow,0.0,1.0,0.0,0
2019-01-14 08:07:00,0.3182,Pfizer Says FDA Accepts Regulatory Submissions For Review Of Tafamidis,0.0,0.796,0.204,1
2019-01-14 13:00:00,0.6124,US FDA Accepts Regulatory Submissions for Review of Tafamidis to Treat Transthyretin Amyloid Cardiomyopathy,0.0,0.706,0.294,1
2019-01-14 13:56:00,0.2732,Pfizer's new drug applications for tafamidis accepted for filing by FDA,0.0,0.826,0.174,1
2019-01-14 13:56:00,0.2732,Pfizer&apos;s new drug applications for tafamidis accepted for filing by FDA,0.0,0.826,0.174,1
2019-01-14 15:50:09,0.5859,Modern Value Investing: Adding to the Value Investing Toolbox,0.0,0.593,0.407,1
2019-01-14 16:29:34,0.0,How To Approach Q4 Earnings: The Global Perspective,0.0,1.0,0.0,0
2019-01-14 16:48:00,0.0,Why Dow Jones' Pfizer Is Prepped To Rival These 2 Biotech Stocks,0.0,1.0,0.0,0
2019-01-14 16:57:50,0.0,Sell Amarin Stock on the Recent Takeover Rumors Rally,0.0,1.0,0.0,0
2019-01-14 17:09:00,0.0,House Democrats launch drug-pricing probe into a dozen major health-care companies,0.0,1.0,0.0,0
2019-01-14 17:09:00,0.0,House Democrats launch drug pricing probe into a dozen major health-care companies,0.0,1.0,0.0,0
2019-01-14 17:42:09,0.0,House Dems announce sweeping investigation of drug pricing,0.0,1.0,0.0,0
2019-01-14 20:08:00,0.296,What Caused Exact Sciences Shares to Fall 19.1% in December,0.0,0.804,0.196,1
2019-01-14 21:23:00,-0.128,This Biotech Stock Plunged On Its Looming Rivalry With Pfizer,0.143,0.857,0.0,-1
2019-01-14 22:24:31,0.0,Stocks slip as corporate earnings season begins,0.0,1.0,0.0,0
2019-01-14 22:52:16,0.0,Pharma Stocks Topple After House Dems Launch Drug-Pricing Probe,0.0,1.0,0.0,0
2019-01-14 23:00:00,0.0,Democrats target drug prices,0.0,1.0,0.0,0
2019-01-15 01:04:00,0.3818,Here&apos;s How Pfizer Gained 20.5% in 2018,0.0,0.698,0.302,1
2019-01-15 01:06:38,0.3818,8 Dividend Stocks With Growth on the Horizon,0.0,0.698,0.302,1
2019-01-15 01:38:00,-0.34,"First Device For Congenital Heart Defect, AIMT & US Shutdown, ASLN On Watch",0.179,0.821,0.0,-1
2019-01-15 02:07:29,0.3818,Here's How Pfizer Gained 20.5% in 2018,0.0,0.698,0.302,1
2019-01-15 05:06:38,0.0,Why Amarin Stock Skyrocketed 239% in 2018 -- and Is Up 26% in 2019,0.0,1.0,0.0,0
2019-01-15 13:00:01,0.0,Pfizer Gets FDA's Priority Review for Rare Disease Candidate,0.0,1.0,0.0,0
2019-01-15 13:00:32,0.0,See what the IHS Markit Score report has to say about Pfizer Inc.,0.0,1.0,0.0,0
2019-01-15 13:09:10,0.0,Why Amarin Is Soaring in First Half of January,0.0,1.0,0.0,0
2019-01-15 14:47:02,0.4939,"Health Care Sector Update for 01/15/2019: BPTH, ALNY, TRXC, JNJ, PFE, ABT, MRK, AMGN",0.0,0.802,0.198,1
2019-01-15 17:14:12,-0.6597,Bristol-Myers' Drug Combination Gets EU Nod for Renal Cancer,0.355,0.645,0.0,-1
2019-01-15 18:09:26,0.0,"XLV, PFE, UNH, MRK: Large Inflows Detected at ETF",0.0,1.0,0.0,0
2019-01-16 12:35:00,0.0,Fiserv to buy First Data in $22B all-stock deal,0.0,1.0,0.0,0
2019-01-16 13:11:00,0.0,Is Pfizer a Buy?,0.0,1.0,0.0,0
2019-01-16 14:18:56,0.0,"Zoetis Inc. (ZTS) Ex-Dividend Date Scheduled for January 17, 2019",0.0,1.0,0.0,0
2019-01-16 14:47:12,0.4939,"Health Care Sector Update for 01/16/2019: APTX, KTOV, STML, JNJ, PFE, ABT, MRK, AMGN",0.0,0.802,0.198,1
2019-01-16 19:57:00,0.2023,"6 Top Gainers In Healthcare Sector (BIOC, ALRN, VCNX...)",0.0,0.795,0.205,1
2019-01-16 20:08:23,0.0,Why Ligand Pharmaceuticals Tanked 25%,0.0,1.0,0.0,0
2019-01-16 20:30:41,0.0,Court rules against Pfizer in religious discrimination suit,0.0,1.0,0.0,0
2019-01-17 14:06:02,0.0,J&J (JNJ) to Commence Pharma Q4 Earnings: What to Expect,0.0,1.0,0.0,0
2019-01-17 17:31:48,0.0,"3 Big Stock Charts for Thursday: Fiserv, Pfizer and PNC Financial Services Group",0.0,1.0,0.0,0
2019-01-17 20:36:37,0.5574,The Stable Value Stock Is Built to Weather Market Storms,0.0,0.635,0.365,1
2019-01-18 13:38:41,0.7783,PFE's Strong Dividend History Helps it Reach 'Top Dividend Stock of the Dow',0.0,0.506,0.494,1
2019-01-18 15:47:59,0.0516,"Dow 30 Stock Roundup: JPM & AXP Earnings Disappoint, GS & UNH Impress",0.185,0.616,0.199,0
2019-01-18 15:49:42,0.7269,Baxter (BAX) Gains From Sharesource's Global Success Rates,0.0,0.496,0.504,1
2019-01-18 16:47:20,0.0,"Pharma Stock Roundup: Regulatory Updates in Focus at PFE, BMY, RHHBY, SNY",0.0,1.0,0.0,0
2019-01-18 17:36:00,0.0,"Bulls bet on this biopharma company. Plus, the update on ...",0.0,1.0,0.0,0
2019-01-18 21:41:15,0.2023,"Top Stock Reports for Pfizer, Biogen & Schwab",0.0,0.769,0.231,1
2019-01-19 21:06:10,0.0,Dogs of the Dow 2019: 10 Dividend Stocks to Watch,0.0,1.0,0.0,0
2019-01-20 14:15:00,0.5859,Would Pfizer Shareholders Win With an Acquisition of Amarin?,0.0,0.678,0.322,1
